,index,counts
1992,fact,20
1993,took,20
1994,exchange,20
1996,group,19
1997,incorrect,19
1998,sender_immediately,19
1999,au,19
2000,family_guy,19
2001,reduce,19
2002,find_glass,19
2003,easier_thought,19
2004,v=sjlkqheorcg_scroll,19
2005,glass_wine,19
2006,intimidating,19
2007,impression,19
2009,charged_monthly,19
2010,simply,19
2012,fave_show,19
2013,really_nervous,19
2014,offering,19
2015,show_watch,19
2016,addicted,19
2017,park,19
2018,tried_pad,19
2019,yesterday,19
2020,although,19
2021,profile_started,19
2022,sweet_pup,19
2023,patience,19
2024,provided,19
2025,subscription_first,19
2026,fix,19
2027,xx_helena,19
2028,decided,19
2029,night_find,19
2030,kindly,19
2031,guess,19
2032,holler,19
2033,snuggling_sweet,19
2034,solution,19
2035,filtered,19
2036,cut,19
2037,beginning,19
2038,new_one,19
2039,consider_guide,19
2040,alternative,19
2041,alone_use,19
2043,willie,19
2045,disappointed,19
2046,successfully,19
2048,cancel_refund,19
2049,loved,19
2050,party_tried,19
2051,south,19
2052,cup_done,19
2054,intimidating_first,19
2055,first_wanted,19
2056,done_medium,19
2057,try_let,19
2060,pup_willie,19
2061,ÿi,19
2062,payment_information,19
2063,co,19
2064,guide_trial,19
2065,post,19
2066,cordialement,19
2067,notify_sender,19
2068,fave,19
2069,fill,19
2070,annual,19
2071,snuggling,19
2072,los_angeles,19
2073,release,18
2075,key,18
2077,wan,18
2078,holler_u,18
2079,week_ago,18
2081,exclusively,18
2082,vision,18
2083,assist,18
2085,guy_addicted,18
2086,wine_binging,18
2088,learned,18
2089,yay_want,18
2090,wan_na,18
2091,cher_julia,18
2092,lois,18
2093,light_ž,18
2094,little_friend,18
2095,binging_one,18
2096,canal,18
2097,trial_process,18
2098,file,18
2100,setting,18
2101,body-positive,18
2102,ipad,18
2103,pt,18
2104,show_snuggling,18
2105,lois_family,18
2106,question_holler,18
2108,way_easier,18
2109,town,18
2110,community,18
2113,nc,18
2114,afternoon,18
2116,tampon_pad,18
2117,process_little,18
2118,management,18
2119,reading,18
2120,daunting,18
2121,daunting_little,18
2122,live_character,18
2123,store,18
2124,breath_way,18
2125,amber,18
2126,rim,18
2127,requesting,18
2129,skeptical,18
2130,addicted_true,18
2132,jane,18
2133,unless,18
2134,impression_cher,18
2136,watch_friday,18
2137,dispute,18
2138,willie_period,18
2139,primary,18
2140,binging,18
2141,charged_quarterly,18
2143,plenty,18
2145,month_per,18
2146,way_cancel,18
2148,reader,18
2149,soon_possible,18
2150,one_fave,18
2151,public,18
2154,continue,18
2155,fund,18
2157,city_tax,18
2158,character_impression,18
2159,little_intimidating,18
2160,upgrading_pack,18
2161,book_podcasts,18
2163,family_live,18
2166,seem_daunting,18
2167,experiencing,18
2168,upgrade_help,18
2169,podcasts_show,18
2170,want_upgrade,18
2171,research,18
2172,help_save,18
2173,suggestion,18
2175,give_another,17
2176,letting,17
2177,properly,17
2178,twice,17
2179,amazon.ca,17
2180,improve,17
2182,continued,17
2183,founder_ceo,17
2184,update_payment,17
2185,pee_remove,17
2187,house,17
2188,twitter,17
2190,latest,17
2191,removal_another,17
2192,needing,17
2194,change_address,17
2195,katie,17
2196,seeing,17
2197,direct,17
2199,man,17
2200,angela,17
2201,apology,17
2203,tmi_xx,17
2205,husband,17
2207,local,17
2208,month_ago,17
2209,florida,17
2210,disaster,17
2211,and/or,17
2212,met,17
2213,building,17
2214,luck,17
2215,experienced,17
2216,refund_money,17
2217,able_use,17
2219,wash,17
2220,comment,17
2221,across,17
2222,comfort,17
2227,guarantee,17
2228,use_menstrual,17
2229,instead_pack,17
2230,attempted,17
2231,university,17
2232,initial,17
2233,anatomy,17
2234,a.m,17
2235,success,17
2236,curious,17
2238,fyi,17
2239,school,17
2240,fun,17
2241,faq_reach,17
2242,exciting,17
2243,usa,17
2244,warning,17
2245,claim,16
2246,department,16
2247,eye,16
2248,disaster_lesson,16
2249,td,16
2250,shopping,16
2251,version,16
2252,previously,16
2253,straight,16
2254,commercial,16
2255,helena_longer,16
2256,avoid,16
2257,feeling_nervous,16
2258,education,16
2259,watched,16
2260,heather,16
2262,si,16
2263,lesson_learned,16
2266,pelvic,16
2269,except,16
2270,comical,16
2271,designed,16
2272,handed,16
2273,vibe,16
2275,earlier,16
2277,year_old,16
2278,hawaii,16
2280,game,16
2281,remove_say,16
2283,club,16
2284,leaving,16
2285,rachel,16
2286,life_changing,16
2287,happens,16
2288,placement,16
2289,fly,16
2290,link_looking,16
2291,first_removal,16
2292,bring,16
2293,reach_question,16
2294,gift,16
2296,reference,16
2297,se,16
2298,kind_regard,16
2299,ln,16
2300,allowing,16
2301,baby,16
2302,answer_question,16
2303,sur,16
2304,disclosure,16
2305,know_help,16
2306,google,16
2307,life-changing,16
2308,signed_try,16
2309,lesson,16
2310,perfect,16
2311,without_mess,16
2313,live_cheer,16
2314,pas_saving,16
2315,possibly,16
2317,discus,16
2318,forward_hearing,16
2319,learned_pee,16
2320,th_st,16
2321,hang,16
2322,first_box,16
2323,hearing,16
2324,population,16
2325,another_story,16
2326,begin_forwarded,16
2327,totally,16
2329,comical_disaster,16
2332,talking,16
2334,subscription_payment,16
2335,next_year,16
2336,nous,16
2337,valid,16
2338,product_everyone,16
2339,fluid,15
2340,pisces,15
2341,exclusive,15
2342,payable,15
2343,france,15
2344,ž_discount,15
2345,go_tv,15
2346,erika_p.s,15
2347,moving_forward,15
2349,level,15
2350,network,15
2351,promise_wo,15
2352,disc_instead,15
2353,dollar,15
2354,value,15
2355,announce,15
2356,startup,15
2357,length,15
2358,eligible,15
2359,message_intended,15
2360,stopped,15
2363,scale,15
2364,potential,15
2366,switched,15
2367,nervous_take,15
2368,say_want,15
2369,digital,15
2370,country,15
2371,empty_handed,15
2372,intended_use,15
2373,stomach,15
2374,try_yet,15
2375,international,15
2376,natural,15
2377,wa,15
2378,testing,15
2379,returned,15
2380,enjoying,15
2381,last_year,15
2382,getting_used,15
2384,freedom,15
2385,coupon,15
2387,retailer,15
2388,base,15
2389,development,15
2391,log_account,15
2392,crazy,15
2393,tonight,15
2394,gotten,15
2395,pm_helena,15
2396,wanted_share,15
2397,need_anymore,15
2398,practice,15
2399,profile_yet,15
2400,try_first,15
2401,send_asap,15
2403,yet_click,15
2404,need_need,15
2407,three_supply,15
2409,attention,15
2410,via_samsung,15
2411,avid,15
2412,changed_life,15
2413,p.m,15
2414,funding,15
2415,discount_subtotal,15
2416,still_question,15
2418,disc_sooner,15
2419,starting,15
2422,purpose,15
2424,way_customize,15
2426,hsa,15
2427,expires,15
2428,started_way,15
2429,eco,15
2430,cancel_still,15
2431,yet_wanted,15
2432,checkout,15
2433,prior,15
2436,th_ave,15
2437,created_profile,15
2439,break,15
2440,confidentiality,15
2441,similar,15
2442,une,15
2443,hook,15
2444,payment_go,15
2446,p.m_pt,15
2447,number_disc,15
2448,woke,14
2450,aware,14
2452,disc_first,14
2453,update_card,14
2454,consideration,14
2455,front,14
2456,fan,14
2457,throw_away,14
2458,major,14
2459,lte_device,14
2460,tax_ca,14
2461,source=g_suite,14
2462,nervous_check,14
2463,corporate,14
2464,brittany,14
2466,unique,14
2467,restroom,14
2468,t-mobile,14
2469,exactly_need,14
2471,two_month,14
2472,t-mobile_g,14
2473,general,14
2474,wanting,14
2475,diva,14
2476,diva_cup,14
2477,last_night,14
2478,a.m_p.m,14
2479,logo,14
2480,hurry,14
2481,cash,14
2482,sell,14
2484,allowed,14
2486,safe_use,14
2487,vaginal_canal,14
2488,pack_process,14
2489,texter,14
2493,pennsylvania,14
2494,customize_experience,14
2495,last_week,14
2496,melissa,14
2498,thomas,14
2499,experience_want,14
2500,question_let,14
2502,uk,14
2506,easily,14
2507,special_offer,14
2508,sits,14
2509,news_product,14
2513,pm_merissa,14
2514,keep_eye,14
2515,would_first,14
2517,another_box,14
2518,u_change,14
2520,zero,14
2521,wrong_address,14
2522,account_payable,14
2523,time_subscription,14
2525,addition,14
2526,delivery_option,14
2528,old_address,14
2530,subscription_charged,14
2531,college,14
2532,fax,14
2533,exact,14
2535,hour_cramp,14
2537,first_month,14
2538,tilted,14
2541,increase,14
2542,pdt,14
2543,k,14
2544,five,14
2545,monthly_subscription,14
2546,catch_u,14
2547,couple_month,14
2548,summary_pack,14
2549,fri_mar,14
2550,write,14
2551,feeling_vibe,14
2553,runner,14
2556,product_hsa,14
2557,bleeding,14
2558,invite,14
2559,pt_monday,14
2560,tampon_hour,14
2561,help_center,14
2562,larger,14
2566,po,14
2568,period_people,14
2569,people_planet,14
2570,enter,14
2571,go_bathroom,14
2572,daily,14
2573,expand,14
2574,use_tampon,14
2575,v_medium,14
2576,space,14
2577,otherwise,14
2578,po_box,14
2580,allows,14
2581,tss,14
2582,winner,14
2583,az,14
2584,unit,14
2585,applied,14
2586,silicone,14
2587,llc,14
2588,monday_friday,14
2590,question_concern,13
2591,related,13
2592,certain,13
2593,cover,13
2594,meant,13
2595,solely,13
2596,apologize,13
2598,edt,13
2599,nw,13
2600,fast,13
2601,normally,13
2602,expensive,13
2605,growing,13
2606,mistake,13
2608,copyright_¸,13
2609,friendly,13
2610,prevent,13
2611,tool,13
2612,reflected,13
2613,opt,13
2615,kept,13
2616,asuite_avenice,13
2617,body-positive_magazine,13
2618,dead,13
2619,pop,13
2620,available_purchase,13
2621,willing,13
2623,fixx,13
2624,next_period,13
2625,hsa_fsa,13
2626,sep_erika,13
2627,fine,13
2629,time_use,13
2631,enough_disc,13
2632,fsa_eligible,13
2633,help_unsubscribe,13
2634,seattle,13
2636,give_try,13
2638,medium_screen,13
2639,really_want,13
2640,line-height,13
2641,meeting,13
2642,sara,13
2643,convenience,13
2644,dans,13
2646,eye_going,13
2647,sweeten_deal,13
2648,li,13
2650,girl,13
2651,supplier,13
2652,stated,13
2654,texter_reach,13
2655,florida_united,13
2656,magazine_fixx,13
2657,sweeten,13
2658,privacy,13
2659,avenice,13
2660,going_view,13
2661,hr,13
2662,tampon_user,13
2663,wanted_try,13
2664,gave_lots-o-extra,13
2666,lots-o-extra,13
2667,another_try,13
2668,reminder,13
2669,paypal_account,13
2670,cv,13
2671,ended_painful,13
2672,cost_mean,13
2673,avid_runner,13
2674,forward_send,13
2675,opportunity_improve,13
2676,use_intended,13
2677,canceled_subscription,13
2678,distribution_center,13
2679,anytime_reply,13
2680,pay_fee,13
2681,look_subscription,13
2682,hurt_actually,13
2683,global,13
2684,jiffy,13
2687,fill_super,13
2688,small_town,13
2689,cup_gave,13
2690,route_dhl,13
2691,shared,13
2692,grew_super,13
2693,according_tracking,13
2695,emily,13
2696,lots-o-extra_time,13
2698,leak_happen,13
2699,trying_new,13
2700,handle_champ,13
2701,share_special,13
2702,receivable,13
2703,reoccurring,13
2704,super_small,13
2705,requested,13
2706,asuite,13
2707,mean_pas,13
2708,account_receivable,13
2709,proud_bathroom,13
2710,without_hurt,13
2711,cramp_felt,13
2712,felt_mosh,13
2713,discovery,13
2714,time_ended,13
2715,one-month_supply,13
2717,imagine,13
2718,avenice_ca,13
2719,customer_limited,13
2720,might_add,13
2721,question_need,13
2722,virgo,13
2723,source=g_venice,13
2725,champ_might,13
2726,confused_mom,13
2727,cool,13
2728,flow_fill,13
2729,nicole,13
2730,wipe,13
2731,pit_stomach,13
2732,outside_movement,13
2733,ending_getting,13
2734,saving_along,13
2735,description,13
2736,pm_gmt,13
2738,bc,13
2739,town_population,13
2740,offer_loyal,13
2741,leak-free,13
2742,declined,13
2743,covid,13
2744,date_gmt,13
2746,feel_really,13
2747,body-safe,13
2748,pit,13
2749,activity,13
2750,mom_dad,13
2751,champ,13
2752,dad_handle,13
2753,early,13
2754,mosh_pit,13
2755,back_without,13
2756,needy,13
2757,subscription_upgrade,13
2758,grew,13
2759,work_moving,13
2761,gave_life,13
2762,loop,13
2763,glad,13
2765,send_supply,13
2766,shape,13
2767,instead_one-month,13
2768,delivery_status,13
2769,dad,13
2770,ny,13
2771,disc_number,13
2773,uh,13
2774,supply_disc,13
2775,scheduled,13
2776,summary_light,13
2778,one-month,13
2779,subscription_officially,13
2780,add_avid,13
2785,date_pm,13
2786,included_skip,13
2787,policy,13
2789,arrives,13
2790,heavy_day,13
2791,population_family,13
2792,runner_outside,13
2793,center_courier,13
2794,new_period,13
2795,life_back,13
2796,often_new,13
2798,time_fly,13
2799,mosh,13
2800,along_always,13
2801,painful_needy,13
2802,disappoint,12
2803,day_ago,12
2804,comfortable_leak-free,12
2806,stand,12
2807,sticking,12
2808,put_hold,12
2809,ce,12
2810,throwing,12
2811,full_refund,12
2812,war-zone_chonies,12
2813,status_en,12
2814,affiliate,12
2815,wo_disappoint,12
2816,oct_erika,12
2817,unopened,12
2818,lifelong_tampon,12
2819,check_customer,12
2820,opening,12
2821,entered,12
2823,subject_tip,12
2824,model,12
2825,entrepreneur,12
2826,rebecca,12
2827,lifelong,12
2829,may_concern,12
2830,period_waterpark,12
2832,bathroom_confidant,12
2833,ga,12
2834,towards,12
2835,padding-right_important,12
2836,wed_feb,12
2837,would_refund,12
2838,refill,12
2839,disc_wrapper,12
2840,lauren_schulte,12
2842,want_try,12
2843,keeping,12
2844,happen_getting,12
2845,comin,12
2846,creating,12
2847,comin_atcha,12
2850,cc,12
2851,notre,12
2852,waterpark,12
2853,transmitted,12
2854,apply_discount,12
2855,min,12
2857,ar,12
2858,next_work,12
2859,popular,12
2860,yay_sure,12
2861,period_time,12
2862,incredible,12
2864,honestly_changed,12
2866,schulte,12
2867,need_u,12
2868,grace,12
2870,next_box,12
2871,want_offer,12
2872,u.s,12
2873,margin-left_auto,12
2874,canceling,12
2875,tx_state,12
2876,summer,12
2877,asin,12
2878,entity,12
2879,johnson,12
2880,merissa_merissa.a,12
2881,auto_important,12
2882,lisa,12
2883,looked_war-zone,12
2884,two_day,12
2885,alright,12
2887,team_writing,12
2888,would_know,12
2889,reader_message,12
2890,trash,12
2891,waterpark_confused,12
2892,social_medium,12
2893,haha,12
2894,confidant,12
2895,yes_leak,12
2896,copy_body-positive,12
2897,margin-right_auto,12
2898,handed_worse,12
2899,struggle,12
2900,login_customize,12
2901,disappoint_ca,12
2902,attempted_charge,12
2903,project,12
2904,linkedin,12
2905,skeptical_lauren,12
2906,center_important,12
2908,scorpio,12
2909,oh_card,12
2911,offer_subscription,12
2912,disc_often,12
2913,padding-left_important,12
2914,boyfriend,12
2915,pretty_skeptical,12
2916,card_declined,12
2917,met_pay,12
2919,war-zone,12
2920,security,12
2921,padding-right,12
2922,lauren_gave,12
2925,buy_softcup,12
2926,forget_period,12
2927,new_feature,12
2928,past_year,12
2929,worse_go,12
2930,pricing_login,12
2931,window,12
2932,laura,12
2933,customize_many,12
2936,du,12
2937,custom,12
2938,merci_de,12
2939,exchanged,12
2940,chonies,12
2941,atcha,12
2942,kim,12
2943,supposed_feel,12
2944,feature_customize,12
2945,new_message,12
2947,user_honestly,12
2948,padding-left,12
2949,express,12
2950,kelly,12
2952,subscription_helena,12
2953,leave_empty,12
2954,declined_attempted,12
2956,reusable_disc,12
2957,risk,12
2958,shower,12
2959,many_disc,12
2960,smith,12
2961,saw_left,12
2963,heaviest_found,12
2964,information_intended,12
2965,tue_sep,12
2968,continued_support,12
2969,want_leave,12
2971,period_cramp,12
2972,addressee,12
2973,jiffy_question,12
2974,trip,12
2975,cryptocurrency_business,12
2976,simple,12
2977,freight,12
2978,illinois,12
2980,par,12
2981,found_looked,12
2982,upon,12
2983,purchasing,12
2985,writing_look,12
2986,buyer,12
2987,expressed,12
2988,reflected_account,12
2992,consumer,12
2993,bitbounce_credo,12
2994,merissa.a,12
2995,display_important,12
2996,edge,12
2997,thousand,12
2998,uh_oh,12
2999,fri_aug,12
3000,gave_first,12
3001,message_error,12
3002,sheet,12
3003,submit,12
3004,subscribed,12
3006,shop,12
3007,shortly,12
3009,chonies_yes,12
3010,ref=bitbounce_bitbounce,12
3011,slight,12
3012,softdisc_menstrual,12
3014,shopify,12
3015,fold,12
3016,credo_transacted,12
3019,know_add,12
3021,ref=bitbounce_made,12
3022,new_pricing,12
3023,action_required,12
3024,committed,12
3027,business_delivery,12
3028,leak-free_period,12
3030,important_width,12
3031,cryptocurrency_fee,12
3032,month_ž,12
3034,annually,12
3035,small_cryptocurrency,12
3036,sold,12
3037,grow,12
3038,family_first,12
3039,kit_medium,12
3040,subscribe,11
3041,ah,11
3044,important_line-height,11
3045,pause_next,11
3046,would_change,11
3047,placing,11
3049,confidant_merissa,11
3050,law,11
3051,td_yiv,11
3055,address_change,11
3056,unauthorized,11
3058,various,11
3059,fulfill_mission,11
3060,disc_per,11
3061,working_fulfill,11
3063,constantly_working,11
3066,url=https,11
3068,everyone_constantly,11
3071,pin,11
3072,hereby,11
3073,u_question,11
3074,deliver_life,11
3075,inquiry,11
3077,fulfill,11
3078,changing_period,11
3079,keep_getting,11
3080,capricorn,11
3081,truly,11
3082,year_ago,11
3084,e-meet_saw,11
3085,order_cheer,11
3086,grab,11
3087,rate,11
3088,url=https_f,11
3089,ongoing,11
3091,cancel_need,11
3092,commitment,11
3093,part,11
3094,would_interested,11
3095,feminine,11
3096,j,11
3097,minnesota,11
3098,listed,11
3099,forever,11
3101,necessary,11
3102,cooperation,11
3104,sort,11
3105,mon_jul,11
3106,know_going,11
3107,life_created,11
3108,wonderful,11
3109,york_united,11
3110,really_need,11
3112,subject_line,11
3113,use_iud,11
3115,introduce,11
3117,use_disc,11
3118,question_would,11
3119,heavy_period,11
3121,living,11
3122,question_pretty,11
3124,li_yiv,11
3125,yiv_blockquote,11
3126,financial,11
3128,padding,11
3130,display_inline-block,11
3131,x,11
3132,p_yiv,11
3133,executive,11
3134,display_table-row,11
3135,message_attachment,11
3138,longer_need,11
3140,vertical-align,11
3142,heart,11
3146,life_promise,11
3147,therefore,11
3148,delivering,11
3149,message_erika,11
3150,pouch_pouch,11
3152,blockquote_yiv,11
3153,limit,11
3155,hour_wear,11
3156,distribution_copying,11
3157,ž_slim,11
3158,shoot,11
3159,da,11
3160,inherit,11
3161,result,11
3165,hey_erika,11
3167,transaction_id,11
3169,squatting,11
3171,paper,11
3172,line-height_important,11
3173,body_width,11
3174,suppose,11
3177,card_clicking,11
3178,thus,11
3179,mon_mar,11
3181,close,11
3182,ago_noticed,11
3183,order_placed,11
3185,left_clear,11
3188,disc_used,11
3189,internet,11
3190,float_left,11
3192,width_inherit,11
3194,subscription_reply,11
3197,missed,11
3198,inherit_important,11
3199,vertical-align_middle,11
3201,important_padding-left,11
3202,important_margin-left,11
3203,yiv_p,11
3204,month_charged,11
3205,min-width,11
3206,table-cell,11
3207,inline-block,11
3209,switch,11
3210,message_exchanged,11
3211,display_table,11
3213,intended_solely,11
3214,need_change,11
3216,vacation,11
3217,yiv_table,11
3218,excuse,11
3220,annually_year,11
3221,god,11
3222,subscriber_yay,11
3224,status_dhl,11
3225,application,11
3227,va,11
3228,b07475m9bx,11
3229,dissemination_distribution,11
3230,per_charged,11
3231,year_reply,11
3232,confidential_privileged,11
3234,course,11
3235,patient,11
3236,field,11
3237,year_month,11
3240,middle_important,11
3241,important_padding-right,11
3242,min-width_important,11
3243,table-row,11
3244,display_table-cell,11
3245,domain,11
3246,erika_view,11
3247,font-family,11
3248,carolina,11
3249,clear_width,11
3251,saving_year,11
3253,every_upgrading,11
3255,use_individual,11
3256,year_saving,11
3257,charged_annually,11
3259,preferred,11
3260,reference_previous,11
3262,exchanged_user,11
3263,last_period,11
3264,court,11
3265,ste,11
3267,previous_message,11
3268,specialist,11
3269,yiv_yiv,11
3270,holding,11
3271,may_erika,11
3272,stock,11
3273,yiv_li,11
3274,low,11
3275,non,11
3277,nuvaring,11
3278,aries,11
3279,expedited,11
3282,important_min-width,11
3283,body_yiv,11
3284,condition,11
3285,zone,11
3287,yiv_td,11
3288,table_yiv,11
3289,lauren_founder,11
3290,throughout,11
3291,happy_share,11
3292,sometimes,11
3293,merissa_designated,11
3294,payment_method,11
3295,wed_mar,11
3296,e-mail_helpful,11
3297,billing_information,11
3299,user_brand,11
3301,afraid,11
3302,individual_entity,11
3303,food,11
3304,leo,11
