Owner Role,Opportunity Owner,Account Name (DBA),Opportunity Name,Stage,Fiscal Period,Amount,Probability (%),Age,Fund/Close Date,Created Date,Next Step,Lead Source,Type,Website
Equity Fund,Pat Robinson,Surratt Beauty,Surratt Beauty - November 2018,Closed Passed,Q4-2018,,1/0/00,23,43434,43411,,Other Referral,,surrattbeauty.com
Equity Fund,Pat Robinson,Hatch Collection,Hatch Collection - October 2018,Closed Passed,Q4-2018,,1/0/00,35,43434,43399,,Inbound,,hatchcollection.com
Equity Fund,Pat Robinson,Holy Kombucha,Holy Kombucha - November 2018,Closed Passed,Q4-2018,,1/0/00,2,43434,43432,,Other Referral from CircleUp Employee,,holykombucha.com
Equity Fund,Pat Robinson,NaturAll Club,Naturall - October 2018,Closed Passed,Q4-2018,,1/0/00,45,43434,43389,,Helio,,naturallclub.com
Equity Fund,Pat Robinson,Medlie,Zupa Noma - October 2018,Closed Passed,Q4-2018,,1/0/00,35,43434,43399,,Inbound,,drinkzupa.com
Equity Fund,Pat Robinson,Hey Frida,HEYFRIDA - November 2018,Closed Passed,Q4-2018,,1/0/00,9,43434,43425,,Other Referral,,heyfrida.com
Equity Fund,Pat Robinson,Lola Getts,Lola Getts - November 2018,Closed Passed,Q4-2018,,1/0/00,0,43434,43434,,Helio,,lolagetts.com
Equity Fund,Pat Robinson,Angela Caglia,Angela Caglia - October 2018,Closed Passed,Q4-2018,,1/0/00,36,43434,43398,,Inbound,,angelacaglia.com
Equity Fund,Pat Robinson,PYT Beauty,PYT Beauty - November 2018,Closed Passed,Q4-2018,,1/0/00,23,43434,43411,,Manual,,pytbeauty.com
Equity Fund,Pat Robinson,Glow Bar,Glow Bar - November 2018,Closed Passed,Q4-2018,,1/0/00,23,43434,43411,,Inbound,,getglowbar.com
Equity Fund,Pat Robinson,Mielle Organics,Mielle Organics - October 2018,Closed Lost,Q4-2018,,1/0/00,58,43434,43376,,Helio,,mielleorganics.com
Equity Fund,Pat Robinson,MUN Skincare,MUN Skin Care - November 2018,Closed Lost,Q4-2018,,1/0/00,23,43434,43411,,Helio,,munskin.com
Equity Fund,Pat Robinson,JACQS ORGANICS,JACQS ORGANICS - November 2018,Closed Lost,Q4-2018,,1/0/00,22,43434,43412,,Helio,,jacqsorganics.com
Equity Fund,Pat Robinson,OliPOP,OliPOP - November 2018,Closed Lost,Q4-2018,,1/0/00,17,43434,43417,,Manual,,drinkolipop.com
Equity Fund,Pat Robinson,Gloss Moderne,Gloss Moderne - November 2018,Closed Lost,Q4-2018,,1/0/00,15,43434,43419,,Helio,,glossmoderne.com
Equity Fund,Pat Robinson,Hari Mari,Hari Mari - November 2018,Closed Lost,Q4-2018,,1/0/00,13,43434,43421,,Trade Show,,harimari.com
Equity Fund,Pat Robinson,The Maine Crisp,The Maine Crisp - November 2018,Closed Lost,Q4-2018,,1/0/00,13,43434,43421,,Other Referral,,themainecrispcompany.com
Equity Fund,Pat Robinson,Taya Beauty,Taya Beauty - November 2018,Closed Lost,Q4-2018,,1/0/00,3,43434,43431,,Inbound,,tayabeauty.com
Equity Fund,Pat Robinson,Olyra Foods,Olyra Foods - December 2018,Closed Passed,Q4-2018,,1/0/00,0,43441,43451,,Other Referral,,olyrafoods.com
Equity Fund,Pat Robinson,Playa Beauty,Playa Beauty - December 2018,Closed Passed,Q4-2018,,1/0/00,17,43462,43445,,Manual,,playabeauty.com
Equity Fund,Pat Robinson,Nurture Life,Nurture Life - December 2018,Closed Passed,Q4-2018,,1/0/00,22,43462,43440,,Inbound,,nurturelife.com
Equity Fund,Pat Robinson,Illuminate Cosmetics,Illuminate Cosmetics - December 2018,Closed Passed,Q4-2018,,1/0/00,24,43462,43438,,Other Referral,,illuminatecosmetics.com
Equity Fund,Pat Robinson,Winky Lux (Parent Co = Glow Concept),Glow Concept - December 2018,Closed Won,Q4-2018,,4/9/00,23,43462,43439,,Helio,,winkylux.com
Equity Fund,Pat Robinson,High Beauty,High Beauty - December 2018,Closed Lost,Q4-2018,,1/0/00,21,43462,43441,,Manual,,highbeauty.com
Equity Fund,Pat Robinson,Sam Marcel,Sam Marcel - December 2018,Closed Passed,Q4-2018,,1/0/00,23,43462,43439,,Helio,,sammarcel.com
Equity Fund,Pat Robinson,Zaman Skincare,Zaman Skincare - December 2018,Closed Lost,Q4-2018,,1/0/00,25,43462,43437,,Helio,,zamanskincare.com
Equity Fund,Pat Robinson,Havens Kitchen,Havens Kitchen - December 2018,Closed Lost,Q4-2018,,1/0/00,23,43462,43439,,Other Referral,,havenskitchen.com
Equity Fund,Pat Robinson,Lauren B Beauty,Lauren B Beauty - December 2018,Closed Lost,Q4-2018,,1/0/00,23,43462,43439,,Helio,,laurenbbeauty.com
Equity Fund,Pat Robinson,Proven,Proven - December 2018,Closed Lost,Q4-2018,,1/0/00,21,43462,43441,,Helio,,provenskincare.com
Equity Fund,Pat Robinson,Moon Juice,Moon Juice - December 2018,Closed Lost,Q4-2018,,1/0/00,17,43462,43445,,Manual,,moonjuice.com
Equity Fund,Pat Robinson,BULLIBONE PET PRODUCTS,BULLIBONE PET PRODUCTS - December 2018,Closed Lost,Q4-2018,,1/0/00,11,43462,43451,,Inbound,,bullibone.com
Equity Fund,Pat Robinson,Kalumi,Kalumi - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43476,43493,,Trade Show,,kalumihealth.com
Equity Fund,Pat Robinson,Ethan's,Ethan's - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43483,43486,,Manual,,ethans.com
Equity Fund,Pat Robinson,Kitu Life (Super Coffee),Kitu Life - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43483,43483,,Trade Show,,drinksupercoffee.com
Equity Fund,Pat Robinson,The Goods Mart,The Goods Mart - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43483,43483,,Trade Show,,thegoodsmart.com
Equity Fund,Pat Robinson,PYT Beauty,PYT Beauty - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43489,43489,,Trade Show,,pytbeauty.com
Equity Fund,Pat Robinson,Koku,Koku - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43489,43489,,Manual,,tastekoku.com
Equity Fund,Pat Robinson,Halo Life Sciences,Halo Life Sciences - December 2018,Closed Passed,Q1-2019,,1/0/00,34,43490,43456,,Inbound,,halolifescience.com
Equity Fund,Pat Robinson,Nounos Creamery,Nounos Creamery - January 2019,Closed Passed,Q1-2019,,1/0/00,4,43490,43486,,Manual,,nounoscreamery.com
Equity Fund,Pat Robinson,Glam and Go,Glam and Go - January 2019,Closed Passed,Q1-2019,,1/0/00,4,43490,43486,,Manual,,glamandgo.com
Equity Fund,Pat Robinson,Apto Skincare,Apto Skincare - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43490,43493,,Trade Show,,aptoskincare.com
Equity Fund,Pat Robinson,LALICIOUS,LALICIOUS - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43490,43493,,Trade Show,,lalicious.com
Equity Fund,Pat Robinson,Lather,Lather - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43490,43493,,Trade Show,,lather.com
Equity Fund,Pat Robinson,Shen Beauty,Shen Beauty - January 2019,Closed Passed,Q1-2019,,1/0/00,0,43490,43493,,Trade Show,,shen-beauty.com
Equity Fund,Pat Robinson,Brodo,brodo - January 2019,Closed Passed,Q1-2019,,1/0/00,11,43490,43479,,Manual,,brodo.com
Equity Fund,Pat Robinson,Uqora,Uqora - January 2019,Closed Lost,Q1-2019,,1/0/00,3,43490,43487,,Helio,,uqora.com
Equity Fund,Pat Robinson,OSEA,OSEA - January 2019,Closed Lost,Q1-2019,,1/0/00,1,43490,43489,,Trade Show,,oseamalibu.com
Equity Fund,Pat Robinson,Aeos,Aeos - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43490,43493,,Trade Show,,energisedorganics.com
Equity Fund,Pat Robinson,Marin Bee,Marin Bee - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43490,43493,,Trade Show,,marinbee.com
Equity Fund,Pat Robinson,Way Of Will,Way Of Will - January 2019,Closed Lost,Q1-2019,,1/0/00,0,43490,43493,,Trade Show,,wayofwill.com
Equity Fund,Pat Robinson,Feather & Bone,Feather & Bone - December 2018,Closed Passed,Q1-2019,,1/0/00,41,43496,43455,,Manual,,featherandboneco.com
Equity Fund,Pat Robinson,Greats,Greats - January 2019,Closed Lost,Q1-2019,,1/0/00,14,43496,43482,,Inbound,,greats.com
Equity Fund,Pat Robinson,Under Luna,Under Luna - January 2019,Closed Passed,Q1-2019,,1/0/00,4,43497,43493,,Helio,,underluna.com
Equity Fund,Pat Robinson,By Rosie Jane,By Rosie Jane - January 2019,Closed Passed,Q1-2019,,1/0/00,3,43497,43494,,Helio,,byrosiejane.com
Equity Fund,Pat Robinson,Ogee,Ogee - January 2019,Closed Passed,Q1-2019,,1/0/00,3,43497,43494,,Inbound,,ogee.com
Equity Fund,Pat Robinson,Skinny Dipped Almonds,Skinny Dipped Almonds - January 2019,Closed Lost,Q1-2019,,1/0/00,8,43497,43489,,Helio,,skinnydipped.com
Equity Fund,Pat Robinson,Ora Organic,Ora Organic - January 2019,Closed Lost,Q1-2019,,1/0/00,7,43497,43490,,Helio,,ora.organic
Equity Fund,Pat Robinson,Alder New York,Alder New York - January 2019,Closed Passed,Q1-2019,,1/0/00,7,43497,43490,,Trade Show,,aldernewyork.com
Equity Fund,Pat Robinson,Herbal Dynamics Beauty,Herbal Dynamics Beauty - January 2019,Closed Lost,Q1-2019,,1/0/00,7,43497,43490,,Trade Show,,herbaldynamicsbeauty.com
Equity Fund,Pat Robinson,DripKit,DripKit - January 2019,Closed Passed,Q1-2019,,1/0/00,4,43497,43493,,Other Referral,,dripkit.coffee
Equity Fund,Pat Robinson,Type: A Deodorant,Type A - January 2019,Closed Passed,Q1-2019,,1/0/00,3,43497,43494,,Helio,,typeadeodorant.com
Equity Fund,Pat Robinson,Eating Evolved,Eating Evolved - January 2019,Closed Lost,Q1-2019,,1/0/00,3,43497,43494,,Helio,,eatingevolved.com
Equity Fund,Pat Robinson,Lauren B Beauty,Lauren B Beauty - January 2019,Closed Passed,Q1-2019,,1/0/00,44,43524,43480,,Helio,,laurenbbeauty.com
Equity Fund,Pat Robinson,Original Mineral,Original Mineral - January 2019,Closed Passed,Q1-2019,,1/0/00,92,43524,43432,,Manual,,originalmineral.com
Equity Fund,Pat Robinson,Kopari Beauty,Kopari Beauty - January 2019,Closed Passed,Q1-2019,,1/0/00,45,43524,43479,,Helio,,koparibeauty.com
Equity Fund,Pat Robinson,Square Baby Food,Square Baby Food - February 2019,Closed Passed,Q1-2019,,1/0/00,24,43525,43501,,Manual,,squarebaby.com
Equity Fund,Pat Robinson,Candid Cacao,Candid Cacao - February 2019,Closed Passed,Q1-2019,,1/0/00,22,43525,43503,,Other Referral,,candidcacao.com
Equity Fund,Pat Robinson,Au Naturale,Au Naturale - January 2019,Closed Passed,Q1-2019,,1/0/00,36,43525,43489,,Inbound,,aunaturalecosmetics.com
Equity Fund,Pat Robinson,Jackson's Honest,Jackson's Honest - February 2019,Closed Passed,Q1-2019,,1/0/00,16,43525,43509,,Inbound,,jacksonshonest.com
Equity Fund,Pat Robinson,Ten Thousand,Ten Thousand - February 2019,Closed Passed,Q1-2019,,1/0/00,7,43525,43518,,Inbound,,tenthousand.cc
Equity Fund,Pat Robinson,Helmm,Helmm - February 2019,Closed Passed,Q1-2019,,1/0/00,7,43525,43518,,Investor Referral,,helmm.com
Equity Fund,Pat Robinson,Tampon Tribe,Tampon Tribe - February 2019,Closed Passed,Q1-2019,,1/0/00,7,43525,43518,,,,tampontribe.com
Equity Fund,Pat Robinson,The Crafted Coconut,The Crafted Coconut - February 2019,Closed Passed,Q1-2019,,1/0/00,22,43525,43503,,Manual,,thecraftedcoconut.com
Equity Fund,Pat Robinson,Allies of Skin,Allies of Skin - February 2019,Closed Passed,Q1-2019,,1/0/00,21,43525,43504,,Inbound,,alliesofskin.com
Equity Fund,Pat Robinson,Ellis Brooklyn,Ellis Brooklyn - February 2019,Closed Passed,Q1-2019,,1/0/00,21,43525,43504,,Helio,,ellisbrooklyn.com
Equity Fund,Pat Robinson,The Better Skin Co.,The Better Skin Co. - February 2019,Closed Passed,Q1-2019,,1/0/00,18,43525,43507,,Helio,,thebetterskinco.com
Equity Fund,Pat Robinson,Vernon Francois,Vernon Francois - February 2019,Closed Passed,Q1-2019,,1/0/00,17,43525,43508,,Other Referral,,vernonfrancois.com
Equity Fund,Pat Robinson,Smpl,Smpl - January 2019,Closed Passed,Q1-2019,,1/0/00,29,43525,43496,,Other Referral,,livesmpl.us
Equity Fund,Pat Robinson,Meant,Meant - January 2019,Closed Passed,Q1-2019,,1/0/00,29,43525,43496,,Inbound,,meantsimply.com
Equity Fund,Pat Robinson,Yuni Beauty,Yuni Beauty - February 2019,Closed Lost,Q1-2019,,1/0/00,25,43525,43500,,Manual,,yunibeauty.com
Equity Fund,Pat Robinson,Akin's Army,Akin's Army - February 2019,Closed Passed,Q1-2019,,1/0/00,25,43525,43500,,Manual,,akinsarmy.com
Equity Fund,Pat Robinson,Function of Beauty,Function of Beauty - February 2019,Closed Won,Q1-2019,,4/9/00,24,43525,43501,,Other Referral,,functionofbeauty.com
Equity Fund,Pat Robinson,Kaged Muscle,Kaged Muscle - February 2019,Closed Passed,Q1-2019,,1/0/00,1,43525,43524,,Inbound,,kagedmuscle.com
Equity Fund,Pat Robinson,Good Lovin Foods,Good Lovin Foods - February 2019,Closed Passed,Q1-2019,,1/0/00,4,43525,43521,,,,goodlovinfoods.com
Equity Fund,Pat Robinson,Sheets & Giggles,Sheets & Giggles - February 2019,Closed Lost,Q1-2019,,1/0/00,23,43525,43502,,Other Referral,,sheetsgiggles.com
Equity Fund,Pat Robinson,Hero Cosmetics,Hero Cosmetics - February 2019,Closed Lost,Q1-2019,,1/0/00,0,43525,43549,,Inbound,,herocosmetics.us
Equity Fund,Pat Robinson,FORIA,FORIA - February 2019,Closed Passed,Q1-2019,,1/0/00,0,43525,43549,,Manual,,foriapleasure.com
Equity Fund,Pat Robinson,Beetnik,Beetnik - February 2019,Closed Passed,Q1-2019,,1/0/00,4,43525,43521,,Inbound,,beetnikfoods.com
Equity Fund,Pat Robinson,Serge Normant,Serge Normant - February 2019,Closed Passed,Q1-2019,,1/0/00,4,43525,43521,,Helio,,sergenormant.com
Equity Fund,Pat Robinson,Slow Up,Slow Up - March 2019,Closed Passed,Q1-2019,,1/0/00,17,43552,43535,,Trade Show,,slowup.co
Equity Fund,Pat Robinson,Fizzy Fox,Fizzy Fox - January 2019,Closed Passed,Q1-2019,,1/0/00,73,43553,43480,,Other Referral,,fizzyfoxshrub.com
Equity Fund,Pat Robinson,Buffy,Buffy - January 2019,Closed Lost,Q1-2019,,1/0/00,72,43553,43481,,Other Referral,,buffy.co
Equity Fund,Pat Robinson,ICONIC,Iconic - March 2019,Closed Lost,Q1-2019,,1/0/00,7,43553,43546,,Trade Show,,drinkiconic.com
Equity Fund,Pat Robinson,Hu Kitchen,Hu Kitchen - March 2019,Closed Lost,Q1-2019,,1/0/00,7,43553,43546,,Trade Show,,hukitchen.com
Equity Fund,Pat Robinson,A Dozen Cousins,A Dozen Cousins - March 2019,Closed Lost,Q1-2019,,1/0/00,7,43553,43546,,Trade Show,,adozencousins.com
Equity Fund,Pat Robinson,Aloha,Aloha - March 2019,Closed Lost,Q1-2019,,1/0/00,7,43553,43546,,Trade Show,,aloha.com
Equity Fund,Pat Robinson,Koio,Koio - March 2019,Closed Passed,Q1-2019,,1/0/00,10,43553,43543,,Manual,,koio.co
Equity Fund,Pat Robinson,Fourth & Heart,4th & Heart - March 2019,Closed Passed,Q2-2019,,1/0/00,25,43560,43535,,Trade Show,,fourthandheart.com
Equity Fund,Pat Robinson,Heyday Coffee,Heyday Coffee - March 2019,Closed Lost,Q2-2019,,1/0/00,24,43560,43536,,Helio,,drinkheyday.com
Equity Fund,Pat Robinson,Clio Snack Company,Clio Snack Company - March 2019,Closed Lost,Q2-2019,,1/0/00,24,43560,43536,,Trade Show,,cliosnacks.com
Equity Fund,Pat Robinson,Soozy's,Soozy's - March 2019,Closed Passed,Q2-2019,,1/0/00,24,43560,43536,,Investor Referral,,soozys.com
Equity Fund,Pat Robinson,OliPOP,OliPOP - March 2019,Closed Passed,Q2-2019,,1/0/00,24,43560,43536,,Trade Show,,drinkolipop.com
Equity Fund,Pat Robinson,Flying Embers,Flying Embers - March 2019,Closed Lost,Q2-2019,,1/0/00,31,43560,43529,,Other Referral,,flyingembers.com
Equity Fund,Pat Robinson,Casablanca Foods,Casablanca Foods - March 2019,Closed Passed,Q2-2019,,1/0/00,7,43560,43553,,Helio,,casablancafoods.com
Equity Fund,Pat Robinson,LIVEPURE.COM,LivePURE.com - March 2019,Closed Passed,Q2-2019,,1/0/00,7,43560,43553,,Helio,,livepure.com
Equity Fund,Pat Robinson,Urban Skin Rx,Urban Skin Rx - March 2019,Closed Lost,Q2-2019,,1/0/00,7,43560,43553,,Inbound,,urbanskinrx.com
Equity Fund,Pat Robinson,Milkful,Milkful - March 2019,Closed Passed,Q2-2019,,1/0/00,23,43560,43537,,Other Referral,,milkful.com
Equity Fund,Pat Robinson,Base Culture,Base Culture - February 2019,Closed Passed,Q2-2019,,1/0/00,31,43560,43529,,Helio,,baseculture.com
Equity Fund,Pat Robinson,Happy Healthy,Happy Healthy - March 2019,Closed Passed,Q2-2019,,1/0/00,32,43560,43528,,Inbound,,happyhealthyco.com
Equity Fund,Pat Robinson,Fizz and Bubble,Fizz and Bubble - March 2019,Closed Passed,Q2-2019,,1/0/00,35,43560,43525,,Helio,,fizzandbubble.com
Equity Fund,Pat Robinson,Amour Vert,Amour Vert - March 2019,Closed Passed,Q2-2019,,1/0/00,8,43560,43552,,Inbound,,amourvert.com
Equity Fund,Pat Robinson,Sam Marcel,Sam Marcel - March 2019,Closed Passed,Q2-2019,,1/0/00,8,43560,43552,,Inbound,,sammarcel.com
Equity Fund,Pat Robinson,Ora Organic,Ora Organic - March 2019,Closed Passed,Q2-2019,,1/0/00,15,43560,43545,,Trade Show,,ora.organic
Equity Fund,Pat Robinson,Matchabar,Matchabar - March 2019,Closed Passed,Q2-2019,,1/0/00,14,43560,43546,,Trade Show,,matchabar.co
Equity Fund,Pat Robinson,Havens Kitchen,Havens Kitchen - March 2019,Closed Passed,Q2-2019,,1/0/00,17,43560,43543,,Helio,,havenskitchen.com
Equity Fund,Pat Robinson,JimmyBar,Jimmy Bars - February 2019,Closed Passed,Q2-2019,,1/0/00,14,43560,43546,,Inbound,,jimmybars.com
Equity Fund,Pat Robinson,One Culture Foods,One Culture Foods - March 2019,Closed Lost,Q2-2019,,1/0/00,14,43560,43546,,Helio,,oneculturefoods.com
Equity Fund,Pat Robinson,Bizzy Coffee,Bizzy Coffee - March 2019,Closed Lost,Q2-2019,,1/0/00,14,43560,43546,,Trade Show,,bizzycoffee.com
Equity Fund,Pat Robinson,Mooala,Mooala - March 2019,Closed Lost,Q2-2019,,1/0/00,14,43560,43546,,Trade Show,,mooala.com
Equity Fund,Pat Robinson,The Jackfruit Company,The Jackfruit Company - March 2019,Closed Passed,Q2-2019,,1/0/00,14,43560,43546,,Helio,,thejackfruitcompany.com
Equity Fund,Pat Robinson,Wandering Bear Coffee,Wandering Bear Coffee - March 2019,Closed Lost,Q2-2019,,1/0/00,14,43560,43546,,Trade Show,,wanderingbearcoffee.com
Equity Fund,Pat Robinson,Redd,REDD Bar - March 2019,Closed Passed,Q2-2019,,1/0/00,14,43560,43546,,Trade Show,,reddbar.com
Equity Fund,Pat Robinson,Undercover Chocolate,Undercover Chocolate - March 2019,Closed Lost,Q2-2019,,1/0/00,14,43560,43546,,Trade Show,,undercoverchocolate.com
Equity Fund,Pat Robinson,Sahajan,Sahajan - March 2019,Closed Passed,Q2-2019,,1/0/00,10,43560,43550,,Inbound,,sahajan.com
Equity Fund,Pat Robinson,Good Dye Young,Good Dye Young - March 2019,Closed Lost,Q2-2019,,1/0/00,8,43560,43552,,Helio,,gooddyeyoung.com
Equity Fund,Pat Robinson,Taste Beauty,Taste Beauty - April 2019,Closed Passed,Q2-2019,,1/0/00,14,43580,43566,,Helio,,taste-beauty.com
Equity Fund,Pat Robinson,The Sill,The Sill - April 2019,Closed Passed,Q2-2019,,1/0/00,16,43581,43565,,Helio,,thesill.com
Equity Fund,Pat Robinson,Mayawell,Mayawell - April 2019,Closed Passed,Q2-2019,,1/0/00,7,43581,43574,,,,drinkmayawell.com
Equity Fund,Pat Robinson,Fit Joy Nutrition,Fit Joy Nutrition - April 2019,Closed Passed,Q2-2019,,1/0/00,3,43581,43578,,Helio,,fitjoyfoods.com
Equity Fund,Pat Robinson,Busy Co,Busy Beauty - April 2019,Closed Passed,Q2-2019,,1/0/00,21,43581,43560,,Manual,,busy-beauty.com
Equity Fund,Pat Robinson,Moment,Moment - April 2019,Closed Passed,Q2-2019,,1/0/00,1,43585,43584,,,,drinkmoment.com
Equity Fund,Pat Robinson,GEM,GEM - April 2019,Closed Passed,Q2-2019,,1/0/00,3,43588,43585,,Other Referral,,dailygem.co
Equity Fund,Pat Robinson,Kreyol Essence,Kreyol Essence - April 2019,Closed Passed,Q2-2019,,1/0/00,25,43588,43563,,Inbound,,kreyolessence.com
Equity Fund,Pat Robinson,Myles Apparel,Myles Apparel - April 2019,Closed Passed,Q2-2019,,1/0/00,25,43588,43563,,Other Referral,,mylesapparel.com
Equity Fund,Pat Robinson,The Home T,The Home T - April 2019,Closed Passed,Q2-2019,,1/0/00,32,43588,43556,,Helio,,thehomet.com
Equity Fund,Pat Robinson,Droplette,Droplette - April 2019,Closed Passed,Q2-2019,,1/0/00,9,43588,43579,,Other Referral,,droplette.io
Equity Fund,Pat Robinson,"MONQ, LLC","MONQ, LLC - May 2019",Closed Passed,Q2-2019,,1/0/00,2,43588,43586,,Helio,,monq.com
Equity Fund,Pat Robinson,Food Hall,Food Hall - April 2019,Closed Passed,Q2-2019,,1/0/00,31,43588,43557,,Investor Referral,,automats.co
Equity Fund,Pat Robinson,Divvies,Divvies - April 2019,Closed Lost,Q2-2019,,1/0/00,31,43588,43557,,Helio,,divvies.com
Equity Fund,Pat Robinson,The Jane Club,The Jane Club - April 2019,Closed Passed,Q2-2019,,1/0/00,16,43588,43572,,Other Referral,,janeclub.com
Equity Fund,Pat Robinson,True Botanicals,True Botanicals - April 2019,Closed Lost,Q2-2019,,1/0/00,18,43588,43570,,Helio,,truebotanicals.com
Equity Fund,Pat Robinson,Honest Paws,Honest Paws - April 2019,Closed Lost,Q2-2019,,1/0/00,17,43588,43571,,Manual,,honestpaws.com
Equity Fund,Pat Robinson,Original Moxie,Original Moxie - April 2019,Closed Passed,Q2-2019,,1/0/00,16,43588,43572,,Helio,,originalmoxie.com
Equity Fund,Pat Robinson,Devocion,Devocion - April 2019,Closed Passed,Q2-2019,,1/0/00,18,43588,43570,,Inbound,,devocion.com
Equity Fund,Pat Robinson,Flora and Bast,Flora and Blast - April 2019,Closed Passed,Q2-2019,,1/0/00,16,43588,43572,,Manual,,floraandbast.com
Equity Fund,Pat Robinson,Tucson Tamale,Tucson Tamale - April 2019,Closed Passed,Q2-2019,,1/0/00,15,43588,43573,,Helio,,tucsontamale.com
Equity Fund,Pat Robinson,ESQIDO Lashes,ESQIDO Lashes - April 2019,Closed Passed,Q2-2019,,1/0/00,4,43588,43584,,,,esqido.com
Equity Fund,Pat Robinson,Everybody Fights,Everybody Fights - April 2019,Closed Passed,Q2-2019,,1/0/00,3,43588,43585,,Other Referral,,Forman
Equity Fund,Pat Robinson,Chella,Chella - April 2019,Closed Lost,Q2-2019,,1/0/00,3,43588,43585,,Helio,,chella.com
Equity Fund,Pat Robinson,Nui Foods,Nui Foods - April 2019,Closed Passed,Q2-2019,,1/0/00,9,43588,43579,,Inbound,,eatnui.com
Equity Fund,Pat Robinson,Kalumi,Kalumi - March 2019,Closed Passed,Q2-2019,,1/0/00,60,43588,43528,,Manual,,kalumihealth.com
Equity Fund,Pat Robinson,Great American Turkey Co,Great American Turkey Co - March 2019,Closed Passed,Q2-2019,,1/0/00,53,43588,43535,,Investor Referral,,greatamericanturkeyco.com
Equity Fund,Pat Robinson,Shespoke,Shespoke - April 2019,Closed Passed,Q2-2019,,1/0/00,16,43588,43572,,Entrepreneur Referral,,shespokemakeup.com
Equity Fund,Pat Robinson,Offspring Beauty,Offspring Beauty - April 2019,Closed Lost,Q2-2019,,1/0/00,28,43588,43560,,Inbound,,offspringbeauty.com
Equity Fund,Pat Robinson,Alpine Start,Alpine Start - April 2019,Closed Passed,Q2-2019,,1/0/00,28,43588,43560,,Inbound,,alpinestartfoods.com
Equity Fund,Pat Robinson,Tame the Beast,Tame the Beast - April 2019,Closed Passed,Q2-2019,,1/0/00,18,43588,43570,,Helio,,getbeast.com
Equity Fund,Pat Robinson,From Molly with Love,From Molly with Love - April 2019,Closed Passed,Q2-2019,,1/0/00,18,43588,43570,,Helio,,frommollywithlove.com
Equity Fund,Pat Robinson,Maple Hill Organic,Maple Hill Organic - April 2019,Closed Passed,Q2-2019,,1/0/00,30,43588,43558,,Other Referral,,maplehill.com
Equity Fund,Pat Robinson,The Tot,The Tot - April 2019,Closed Passed,Q2-2019,,1/0/00,15,43588,43573,,Investor Referral,,thetot.com
Equity Fund,Pat Robinson,Facile Skin,Facile Skin - May 2019,Closed Passed,Q2-2019,,1/0/00,9,43595,43586,,Investor Referral,,facileskin.com
Equity Fund,Pat Robinson,One Love Organics,One Love Organics - May 2019,Closed Lost,Q2-2019,,1/0/00,7,43595,43588,,Helio,,oneloveorganics.com
Equity Fund,Pat Robinson,Edward Bess,Edward Bess - April 2019,Closed Passed,Q2-2019,,1/0/00,11,43595,43584,,,,edwardbess.com
Equity Fund,Pat Robinson,MiiRO,MiiRO - May 2019,Closed Lost,Q2-2019,,1/0/00,0,43607,43607,,Investor Referral,,miiro.co
Equity Fund,Pat Robinson,Cannuka,Cannuka - May 2019,Closed Passed,Q2-2019,,1/0/00,3,43609,43606,,,,cannuka.com
Equity Fund,Pat Robinson,Stretchd,Stretchd - May 2019,Closed Passed,Q2-2019,,1/0/00,18,43616,43598,,Investor Referral,,stretchdspace.com
Equity Fund,Pat Robinson,Yuni Beauty,Yuni Beauty - May 2019,Closed Passed,Q2-2019,,1/0/00,24,43616,43592,,Manual,,yunibeauty.com
Equity Fund,Pat Robinson,Kjaer Weis,Kjaer Weis - May 2019,Closed Passed,Q2-2019,,1/0/00,24,43616,43592,,Inbound,,kjaerweis.com
Equity Fund,Pat Robinson,Karuna,Karuna - May 2019,Closed Passed,Q2-2019,,1/0/00,24,43616,43592,,Helio,,karunaskin.com
Equity Fund,Pat Robinson,Naturalicious,Naturalicious - May 2019,Closed Passed,Q2-2019,,1/0/00,24,43616,43592,,Helio,,naturalicious.net
Equity Fund,Pat Robinson,Bobo's Oat Bars,Bobo's Oat Bars - May 2019,Closed Lost,Q2-2019,,1/0/00,25,43616,43591,,Investor Referral,,eatbobos.com
Equity Fund,Pat Robinson,Mooala,Mooala - May 2019,Closed Passed,Q2-2019,,1/0/00,11,43616,43605,,Helio,,mooala.com
Equity Fund,Pat Robinson,Whish,Whish Beauty - May 2019,Closed Passed,Q2-2019,,1/0/00,11,43616,43605,,Helio,,whishbody.com
Equity Fund,Pat Robinson,Soozy's,Soozy's - May 2019,Closed Passed,Q2-2019,,1/0/00,11,43616,43605,,,,soozys.com
Equity Fund,Pat Robinson,Nourish Snacks,Nourish Snacks - May 2019,Closed Lost,Q2-2019,,1/0/00,1,43616,43615,,Helio,,nourishsnacks.com
